age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
5,0,2,8,10,2,1,3,0,0,0,0,12,0,0
4,0,6,15,9,2,8,3,0,0,0,0,12,41,0
3,0,5,9,12,0,5,0,0,0,0,0,10,0,0
2,0,8,9,12,2,4,4,0,0,0,0,12,0,0
8,0,0,15,9,2,8,3,0,0,0,0,12,0,0
3,0,3,11,8,2,7,1,0,0,0,0,12,0,0
4,0,8,8,10,1,5,5,0,0,0,0,12,0,0
7,1,5,4,2,0,2,0,0,0,0,0,4,20,0
16,0,2,15,9,1,3,3,0,0,0,0,15,0,0
2,0,4,9,12,2,2,3,0,0,0,0,9,0,0
4,0,5,15,9,2,4,1,0,0,0,0,12,41,0
11,1,3,11,8,0,8,0,0,0,0,0,10,13,0
3,0,5,11,8,0,4,1,1,0,0,0,12,15,0
1,0,4,15,9,2,3,4,4,0,0,0,6,0,0
7,4,1,9,12,1,5,5,0,0,0,0,12,0,0
11,0,3,11,8,1,8,3,4,0,0,0,12,0,0
14,3,5,9,12,2,5,3,0,0,0,0,12,0,0
4,0,3,8,10,0,8,0,1,0,0,0,12,7,0
14,8,8,11,8,1,14,3,0,0,0,0,19,5,0
10,0,1,11,8,3,2,3,0,0,1,0,12,0,0
18,0,3,0,5,4,3,3,0,0,0,0,6,0,0
11,0,3,11,8,1,3,5,0,0,0,0,9,0,0
4,8,3,15,9,1,14,5,0,0,0,0,9,0,0
8,0,2,8,10,1,8,5,0,0,0,0,12,0,0
13,5,4,7,11,1,8,5,2,0,0,0,12,0,0
6,8,1,1,6,2,14,3,4,0,0,0,12,0,0
11,0,2,11,8,1,5,3,0,0,0,0,25,0,0
8,4,3,11,8,1,8,5,0,0,0,0,12,0,0
19,0,3,11,8,2,4,3,0,0,0,0,14,0,0
13,4,2,11,8,4,2,3,0,0,0,0,6,0,0
4,0,2,15,9,2,8,4,4,0,0,0,12,0,0
2,0,3,9,12,2,3,1,0,0,0,0,19,0,0
15,0,2,11,8,4,0,5,0,0,0,0,11,0,0
3,0,8,12,13,2,5,3,0,0,0,12,12,0,0
1,0,0,15,9,2,9,3,0,0,0,0,4,0,0
7,0,2,9,12,4,5,5,0,0,0,0,10,0,1
8,0,6,11,8,1,2,3,0,0,0,0,12,0,0
1,0,3,15,9,2,2,4,0,0,1,0,7,0,0
13,0,1,15,9,0,3,1,0,0,0,0,12,0,0
20,2,2,11,8,0,8,0,0,0,0,0,6,0,1
1,0,0,15,9,2,3,1,0,0,0,0,6,0,0
7,3,2,11,8,1,4,5,0,0,0,0,12,0,0
11,0,6,1,6,1,8,5,0,0,0,0,12,0,0
4,0,12,9,12,1,4,3,0,0,0,0,12,0,0
3,0,2,8,10,2,8,3,0,0,0,0,14,0,0
4,0,6,11,8,0,8,0,0,0,1,0,12,0,1
4,0,3,7,11,0,8,0,4,0,0,0,7,0,0
3,8,3,8,10,0,14,0,0,0,0,0,12,0,0
1,0,6,15,9,2,2,1,0,0,0,0,7,0,0
4,4,8,15,9,0,4,1,0,0,0,0,12,0,0
16,0,3,11,8,5,2,5,0,0,0,0,6,0,0
3,0,3,9,12,2,4,3,0,0,0,0,14,0,0
3,0,2,11,8,2,4,3,0,0,0,0,15,0,0
4,0,2,1,6,2,4,5,0,0,0,0,14,0,0
10,0,8,15,9,3,3,3,0,0,0,0,10,0,0
2,0,4,11,8,2,8,3,2,0,0,0,12,0,0
7,0,2,11,8,2,7,4,4,0,0,0,12,0,0
3,0,1,8,10,0,5,0,0,0,2,0,12,0,1
16,8,3,11,8,1,14,3,0,0,0,0,12,0,0
8,0,14,11,8,1,8,5,0,0,0,0,6,0,0
13,3,4,7,11,0,8,0,4,0,0,0,12,0,1
6,0,5,15,9,2,8,5,0,0,0,0,10,3,0
2,0,1,15,9,2,8,3,0,0,0,0,12,0,0
1,0,4,15,9,2,4,1,0,0,0,0,10,0,0
3,0,3,11,8,1,8,3,0,0,0,0,10,0,0
16,0,6,12,13,0,1,0,1,0,0,0,10,15,0
3,0,4,11,8,0,8,0,0,0,0,0,12,0,0
2,0,4,7,11,2,8,3,0,0,0,0,12,0,0
6,0,3,11,8,3,2,1,0,0,0,0,11,0,0
10,0,7,4,2,1,11,5,0,0,0,0,12,20,0
21,8,0,11,8,4,14,3,0,0,0,0,2,0,0
1,0,2,15,9,2,3,1,0,0,0,0,6,0,0
14,4,3,11,8,1,8,5,0,0,0,0,11,0,0
16,8,2,15,9,2,14,3,4,0,0,0,12,0,0
1,0,2,15,9,2,3,1,4,0,0,0,6,0,0
1,0,2,11,8,2,8,3,0,0,0,0,12,0,0
1,0,5,15,9,2,3,1,0,0,0,0,12,0,0
6,0,1,11,8,2,6,3,0,0,0,0,14,0,0
15,0,2,9,12,4,2,3,0,0,0,0,12,0,0
0,0,3,11,8,2,8,1,0,0,0,0,12,0,0
0,8,0,1,6,2,14,1,4,0,0,0,12,0,0
9,0,2,15,9,3,3,5,4,0,0,0,6,0,0
3,5,3,12,13,2,5,3,0,0,0,0,12,0,0
1,0,4,15,9,2,3,1,0,0,0,0,3,0,0
5,0,3,11,8,3,8,3,0,0,0,0,12,0,0
7,0,6,8,10,2,0,3,0,0,0,0,0,0,0
7,5,2,7,11,1,5,5,0,0,0,0,11,0,0
20,8,1,15,9,4,14,3,0,0,0,0,7,0,0
20,0,3,11,8,1,2,3,0,0,0,0,8,0,0
7,0,5,8,10,0,0,0,0,0,0,0,7,0,1
2,5,3,9,12,2,5,1,0,0,0,0,3,0,0
13,0,3,15,9,2,4,3,4,0,0,0,12,0,0
5,0,2,15,9,2,4,3,0,0,0,0,15,0,0
12,0,3,12,13,1,3,3,0,0,0,0,12,0,1
12,0,2,11,8,1,8,5,0,0,0,0,14,0,0
5,3,0,7,11,2,5,3,0,0,0,0,12,0,0
10,0,7,10,15,0,5,0,0,0,0,12,9,0,1
0,0,6,11,8,2,3,1,0,0,0,0,6,0,0
8,0,6,11,8,1,0,5,0,0,0,0,15,0,0
1,5,3,11,8,2,8,1,0,0,0,0,12,0,0
8,0,2,11,8,2,2,3,0,0,0,0,14,0,0
6,8,2,9,12,0,14,0,0,0,0,0,19,0,1
3,0,4,9,12,2,4,1,4,0,0,0,20,0,0
3,0,2,15,9,2,3,1,0,0,0,0,4,0,0
3,4,2,11,8,2,2,3,0,0,0,0,6,0,0
1,0,6,15,9,2,2,3,0,0,0,0,5,0,0
3,0,5,9,12,2,8,3,0,0,0,0,12,0,0
9,0,1,11,8,1,8,3,0,0,0,0,10,0,0
18,8,2,8,10,0,14,0,0,0,0,0,17,0,1
1,0,0,15,9,2,2,1,0,0,0,0,9,0,0
6,5,2,9,12,2,8,3,4,0,1,0,12,0,0
1,0,3,11,8,2,2,1,0,0,0,10,6,0,0
10,3,0,9,12,4,4,5,0,0,0,0,12,0,1
15,0,4,11,8,1,4,5,0,0,0,0,12,0,0
6,0,4,11,8,1,8,1,0,0,0,0,12,0,0
9,8,10,11,8,1,14,3,4,0,0,0,10,0,0
9,0,15,15,9,4,2,5,0,0,0,0,12,0,0
9,0,1,11,8,0,8,0,0,0,0,0,12,0,1
15,0,2,11,8,2,3,5,0,0,0,0,12,0,0
0,0,4,1,6,2,3,1,0,0,0,0,10,0,0
13,0,4,12,13,1,3,3,0,0,0,0,12,0,0
1,0,4,8,10,2,8,1,0,0,0,0,12,0,0
13,3,0,11,8,4,4,3,0,0,0,0,18,0,0
4,0,4,7,11,1,4,5,0,0,0,0,11,0,0
2,0,6,15,9,2,3,1,0,0,0,0,6,0,0
3,0,3,7,11,2,2,1,0,0,0,0,0,0,0
10,1,3,9,12,2,3,3,0,0,0,0,19,0,0
10,0,3,5,3,4,2,5,0,0,0,0,11,20,0
4,0,1,15,9,3,8,5,0,0,0,0,6,0,0
2,0,3,11,8,2,8,1,0,0,0,0,12,0,0
10,0,3,11,8,3,2,3,0,0,0,0,10,0,0
3,4,4,9,12,2,5,3,4,0,0,0,12,0,0
7,0,2,11,8,2,3,1,0,0,0,0,9,0,0
13,0,0,12,13,0,5,0,0,0,31,0,15,0,1
7,0,3,11,8,2,8,1,0,0,0,0,17,0,0
24,0,3,5,3,4,7,5,0,0,0,0,12,0,0
17,3,3,11,8,4,8,3,0,0,0,0,12,0,0
3,0,4,8,10,2,8,1,0,0,0,0,12,0,0
15,0,7,11,8,1,7,3,0,0,0,0,12,0,1
6,0,3,9,12,0,5,0,4,0,0,0,10,0,0
4,1,0,11,8,0,2,0,0,0,0,0,9,0,0
9,0,3,9,12,1,0,3,0,0,0,0,9,41,0
6,4,4,11,8,2,8,3,4,0,0,0,11,0,0
1,0,6,15,9,2,2,1,0,0,0,0,4,0,0
14,0,2,9,12,1,5,3,0,0,0,0,12,0,0
1,0,7,15,9,2,8,1,0,0,0,0,6,0,0
7,0,4,9,12,0,4,0,0,0,0,0,12,0,1
6,0,4,11,8,2,8,5,0,0,0,0,12,0,0
1,0,2,15,9,0,2,4,0,0,0,0,9,0,0
1,0,2,15,9,2,2,1,0,0,0,0,6,0,0
3,0,4,11,8,2,3,5,0,0,0,0,12,0,0
2,0,4,11,8,2,8,1,4,0,0,0,12,0,0
22,8,1,8,10,0,14,0,0,0,0,0,6,0,0
1,0,2,8,10,2,2,1,0,0,0,0,6,0,0
8,0,6,9,12,0,6,0,1,0,0,0,11,15,0
7,0,0,11,8,3,5,5,2,0,0,0,12,0,0
2,5,2,9,12,2,5,1,0,0,0,0,6,0,0
7,0,3,8,10,0,1,0,0,0,0,0,13,0,0
3,0,16,11,8,2,8,5,0,0,0,0,12,0,0
3,4,2,9,12,2,12,3,0,0,0,0,15,0,0
7,0,3,15,9,2,7,3,4,0,0,0,9,0,0
14,0,6,15,9,0,4,0,0,0,0,0,12,0,1
12,0,2,11,8,1,7,3,4,0,0,0,12,0,0
1,8,2,15,9,2,14,1,0,0,0,0,10,0,0
7,0,3,9,12,0,2,0,0,0,0,0,7,17,0
15,0,5,9,12,2,5,3,0,0,0,0,16,12,0
10,4,2,12,13,1,5,3,0,0,2,0,10,0,1
7,0,2,15,9,2,4,3,0,0,0,0,12,0,0
8,0,4,7,11,1,4,5,4,0,0,0,12,0,0
15,0,3,5,3,1,7,3,0,0,0,0,6,35,0
5,0,0,15,9,0,8,0,0,0,0,11,6,0,0
1,0,3,15,9,2,8,1,0,0,0,0,11,32,0
10,1,0,7,11,0,2,0,0,0,0,0,31,0,0
3,0,6,15,9,2,3,3,1,0,0,0,15,27,0
9,0,1,11,8,2,2,3,4,0,0,0,12,0,0
18,8,4,11,8,4,14,3,0,0,0,0,9,0,0
7,0,4,15,9,1,8,3,0,0,0,0,14,0,0
4,0,4,15,9,2,8,1,4,0,0,0,12,0,0
6,0,10,2,7,0,8,0,0,0,0,0,12,0,0
4,0,10,9,12,2,0,3,4,0,0,0,12,23,0
4,4,3,12,13,0,5,0,0,0,2,0,10,0,1
12,0,3,11,8,2,4,3,0,0,0,0,15,0,0
9,0,1,15,9,3,8,3,0,0,0,0,11,0,0
0,4,4,2,7,2,8,1,4,0,0,0,4,0,0
10,0,3,15,9,1,4,5,0,0,0,0,20,0,0
10,1,8,9,12,0,5,0,0,0,0,12,22,0,1
5,3,1,9,12,2,4,4,1,0,0,0,14,0,0
7,0,4,11,8,1,8,3,0,0,0,0,12,0,0
1,0,0,15,9,2,4,3,0,0,0,0,11,0,0
12,4,6,12,13,1,5,5,0,0,3,0,10,0,1
6,0,3,12,13,3,5,3,0,0,0,0,10,13,0
2,0,8,15,9,2,8,1,0,0,0,0,12,0,0
13,0,4,7,11,2,4,3,0,0,0,0,19,0,0
1,8,6,15,9,2,14,1,0,0,0,10,9,0,0
11,0,3,11,8,1,7,5,0,0,0,0,12,0,0
10,0,3,2,7,1,10,3,0,0,0,0,12,0,0
10,0,5,0,5,1,2,5,4,0,0,0,12,0,0
1,0,3,11,8,2,2,3,0,0,0,0,9,0,0
6,0,3,11,8,0,8,0,3,0,0,0,5,0,0
13,0,5,9,12,1,0,3,0,0,0,0,12,0,0
5,4,0,9,12,2,5,3,0,0,0,0,15,0,0
7,0,6,10,15,0,5,0,0,0,0,0,10,0,0
5,0,2,11,8,0,3,0,1,0,0,10,10,41,0
7,3,2,9,12,2,5,3,0,0,0,0,12,0,0
19,0,4,8,10,1,5,5,0,0,0,0,12,0,0
1,5,2,15,9,2,5,1,0,0,0,0,10,0,0
4,0,3,4,2,2,11,4,0,0,0,0,12,36,0
5,1,0,11,8,2,2,5,0,0,0,0,12,0,0
16,0,0,11,8,4,8,5,0,0,0,0,12,0,0
7,0,4,15,9,0,0,0,0,0,0,0,10,0,0
7,0,0,7,11,3,0,3,0,0,0,0,0,0,0
11,0,3,11,8,1,2,1,4,0,0,0,12,0,0
10,0,2,15,9,2,4,3,0,0,0,0,15,0,0
11,0,1,11,8,1,2,3,1,0,0,0,12,0,0
1,0,4,11,8,2,3,3,0,0,0,0,9,0,0
1,0,7,0,5,2,7,1,0,0,0,0,12,0,0
6,0,7,9,12,0,4,4,1,0,0,0,12,11,1
11,8,3,11,8,0,14,3,0,0,0,0,10,0,0
15,0,1,11,8,4,5,3,0,0,0,0,18,0,0
1,8,8,15,9,2,14,1,0,0,0,0,6,0,0
14,0,4,11,8,4,2,5,0,0,0,0,9,0,0
2,0,2,7,11,2,3,1,0,0,0,0,10,0,0
6,4,5,15,9,1,2,3,0,0,0,0,9,8,0
3,0,4,4,2,1,2,5,3,0,0,0,6,14,0
13,5,2,10,15,1,4,3,0,0,0,0,12,0,0
1,8,2,15,9,2,14,3,1,0,0,0,12,0,0
7,0,0,11,8,3,8,3,0,0,0,0,12,0,0
14,1,0,10,15,1,4,3,0,0,0,0,9,0,0
8,0,4,11,8,4,8,1,0,0,0,0,12,0,0
1,8,0,15,9,2,14,3,0,0,0,0,10,0,0
4,0,3,12,13,5,3,3,0,0,0,0,25,0,1
6,5,2,15,9,2,8,3,4,0,0,0,12,0,0
10,0,4,15,9,0,4,0,0,0,0,0,19,0,0
15,0,0,11,8,3,2,5,2,0,0,0,12,0,0
9,1,2,12,13,1,5,5,0,0,0,0,10,0,0
14,0,0,11,8,1,8,5,0,0,0,0,12,0,0
7,0,8,9,12,0,4,0,0,0,0,0,12,0,0
13,4,4,15,9,0,5,0,0,0,0,0,12,0,0
20,0,3,11,8,4,11,4,4,0,0,0,2,0,0
16,4,3,11,8,4,0,3,0,0,0,0,12,0,0
18,0,3,5,3,4,2,3,0,0,0,0,6,5,0
0,0,5,2,7,2,3,1,0,0,0,0,10,0,0
1,0,2,15,9,2,8,4,4,0,0,0,7,0,0
12,0,2,0,5,3,7,1,0,0,0,0,15,0,0
1,0,0,15,9,2,2,1,0,0,0,0,4,0,0
6,0,3,2,7,3,2,5,0,0,0,0,15,24,0
6,0,3,15,9,1,3,3,0,0,0,0,17,0,0
14,0,0,12,13,0,4,0,0,0,0,0,17,0,1
4,0,0,1,6,5,2,5,0,0,0,0,10,0,0
12,8,0,11,8,0,14,0,0,0,1,0,4,0,0
8,1,4,15,9,1,2,3,0,0,1,0,12,0,0
8,4,0,12,13,2,5,3,0,0,0,0,15,0,0
12,0,6,15,9,1,8,3,0,0,0,0,15,0,0
4,0,6,11,8,1,8,3,0,0,0,0,12,0,0
3,0,4,7,11,2,8,1,0,0,0,0,12,0,0
6,0,7,3,1,5,11,3,0,0,0,0,12,31,0
13,0,3,15,9,1,8,5,0,0,0,0,12,0,0
14,4,5,9,12,0,5,0,0,0,0,0,12,0,1
1,0,3,11,8,2,8,1,0,0,0,0,14,0,0
1,0,5,15,9,2,5,1,0,0,0,0,2,0,0
6,0,3,15,9,3,5,5,0,0,0,0,11,0,0
4,8,3,1,6,1,14,5,0,0,0,0,18,4,0
10,3,3,11,8,1,8,3,4,0,0,0,12,0,0
12,4,3,12,13,2,5,3,0,0,0,0,15,0,1
2,0,2,11,8,2,8,1,0,0,0,0,12,0,0
1,5,3,15,9,2,8,1,0,0,0,0,10,0,0
12,8,1,9,12,1,14,1,0,0,0,0,12,0,0
7,5,0,9,12,2,8,3,0,0,1,0,12,0,0
3,0,2,11,8,4,8,5,0,0,0,0,6,0,0
14,0,4,11,8,1,2,3,0,0,0,0,12,0,0
1,0,4,15,9,2,2,1,0,0,0,0,4,0,0
13,4,1,12,13,1,5,3,0,0,0,0,12,0,0
5,0,6,9,12,0,2,0,0,0,0,0,12,0,0
16,0,10,11,8,1,8,3,0,0,0,0,11,0,0
9,0,3,11,8,1,8,3,0,0,0,0,12,0,0
11,8,1,11,8,1,14,5,0,0,0,0,12,0,0
9,8,2,11,8,2,14,3,0,0,0,0,9,0,0
9,0,6,15,9,3,4,5,0,0,0,0,19,0,0
2,0,6,11,8,2,0,3,0,0,0,0,12,0,0
19,0,7,11,8,4,3,3,0,0,0,0,5,0,0
14,0,2,7,11,1,4,5,0,0,0,0,17,0,1
9,0,5,7,11,1,5,3,0,0,0,0,12,0,0
14,0,0,0,5,1,2,5,0,0,0,0,12,0,0
15,8,0,1,6,5,14,3,0,0,0,0,6,0,0
3,0,2,9,12,2,5,3,0,0,0,12,12,0,0
10,0,0,11,8,2,2,3,4,0,0,0,14,0,0
2,5,5,9,12,2,0,1,0,0,0,0,12,0,0
10,0,0,11,8,1,8,3,0,0,0,0,8,0,0
7,0,4,8,10,2,8,3,4,0,0,0,12,0,0
8,0,3,11,8,2,7,5,4,0,0,0,11,0,0
18,5,5,11,8,4,8,3,0,0,0,0,7,0,0
8,0,0,11,8,1,3,5,0,0,0,0,12,0,0
22,1,0,12,13,5,5,3,0,0,0,0,15,0,0
18,3,5,7,11,3,5,3,0,0,0,0,12,0,1
7,0,5,5,3,5,7,5,0,0,0,0,12,3,0
4,5,2,12,13,2,5,3,0,0,0,0,10,0,0
4,4,4,15,9,2,8,1,0,0,0,0,4,0,0
10,0,4,11,8,3,8,5,0,0,0,0,6,0,0
1,0,3,11,8,2,7,1,4,0,0,0,12,0,0
8,0,1,15,9,1,4,5,0,0,0,3,12,0,0
1,0,1,11,8,2,3,5,0,0,0,0,12,0,0
5,0,4,11,8,2,2,5,4,0,0,0,10,0,0
11,0,7,12,13,1,5,3,0,0,0,0,12,0,0
4,0,4,15,9,0,0,0,0,0,0,0,12,0,0
9,3,8,11,8,2,8,5,4,0,0,0,12,0,0
17,4,4,11,8,1,2,3,4,0,0,0,10,0,0
4,0,5,15,9,0,3,0,0,0,0,0,7,0,0
13,0,0,12,13,1,5,1,0,0,0,0,12,0,0
8,0,4,7,11,1,4,5,4,0,0,0,10,18,0
6,0,4,11,8,2,8,3,0,0,0,0,12,0,0
1,0,1,15,9,2,0,3,0,0,0,0,15,0,0
9,0,6,11,8,1,1,5,0,0,0,0,19,0,0
14,0,3,11,8,1,8,3,0,0,0,0,9,0,0
10,4,4,12,13,2,0,3,4,0,2,0,14,0,1
3,0,7,15,9,2,2,3,0,0,0,0,12,0,0
8,0,1,11,8,1,5,3,0,0,1,0,12,0,0
5,0,8,0,5,3,2,5,0,0,0,0,12,0,0
4,0,5,11,8,2,1,5,0,0,0,0,13,0,0
0,4,2,1,6,2,8,1,0,0,0,0,3,0,0
16,0,1,15,9,1,2,3,0,0,0,0,9,0,0
2,0,1,15,9,2,3,1,0,0,0,0,7,0,0
2,0,3,8,10,2,0,1,0,0,0,0,11,0,0
13,0,1,15,9,2,8,4,0,0,0,0,12,0,0
11,4,4,9,12,1,5,3,0,0,0,9,12,0,0
5,4,7,12,13,2,5,3,0,0,0,0,12,0,0
12,1,5,1,6,4,1,5,0,0,0,0,12,41,0
6,0,5,11,8,2,7,3,0,0,0,0,12,0,0
6,0,1,11,8,0,8,0,0,0,0,0,12,0,0
2,0,7,15,9,2,5,5,0,0,0,0,6,0,0
18,0,1,11,8,4,11,3,0,0,0,0,4,0,0
12,4,2,15,9,3,2,5,4,0,0,0,8,0,0
6,0,7,9,12,2,5,3,0,0,3,0,14,0,1
14,0,3,15,9,1,8,3,0,0,0,0,12,0,0
7,4,4,9,12,0,5,0,0,0,4,0,15,0,1
8,8,4,14,14,1,14,3,0,0,0,0,9,0,0
9,0,3,11,8,3,3,5,0,0,0,0,14,0,0
7,4,2,12,13,0,5,0,0,0,4,0,15,0,1
9,0,4,7,11,3,3,3,4,0,0,0,12,0,0
13,0,4,15,9,1,3,5,0,0,0,0,15,0,0
5,0,2,9,12,2,0,3,0,0,0,0,12,0,0
0,0,2,1,6,2,2,1,0,0,0,0,6,0,0
4,0,2,9,12,2,8,3,0,0,0,0,10,4,0
5,0,2,11,8,2,4,5,0,0,0,0,12,0,0
13,0,2,15,9,1,8,5,0,0,0,0,11,0,0
3,0,3,11,8,2,4,1,3,0,0,0,12,20,0
4,4,3,11,8,2,5,1,4,0,0,0,12,0,0
8,0,6,11,8,2,8,5,4,0,0,0,12,0,0
2,0,1,11,8,2,6,5,0,1,0,0,14,0,0
10,0,5,11,8,0,7,2,0,1,0,0,13,20,0
11,5,2,9,12,2,5,3,0,1,0,0,12,0,0
7,0,8,9,12,0,5,2,0,1,0,9,15,0,1
9,0,4,11,8,1,1,5,0,1,0,0,12,8,0
3,1,6,9,12,2,3,3,0,1,0,0,19,0,1
6,0,7,10,15,0,0,2,1,1,0,0,12,8,0
2,0,5,2,7,2,6,3,0,1,0,0,12,0,0
3,0,0,11,8,2,6,3,0,1,0,0,19,2,0
0,0,7,2,7,2,2,1,0,1,0,0,4,0,0
27,8,4,15,9,2,14,1,1,1,0,0,2,10,0
13,0,1,11,8,0,10,2,0,1,0,0,21,0,1
13,0,5,11,8,0,4,2,0,1,2,0,12,0,1
17,0,3,15,9,0,4,2,0,1,0,12,12,0,1
13,0,1,11,8,0,6,2,0,1,0,0,14,0,0
0,0,6,1,6,2,2,1,0,1,0,0,4,0,0
0,0,3,11,8,2,6,1,0,1,0,0,12,0,0
8,0,5,7,11,0,0,2,0,1,0,0,13,0,0
10,0,2,15,9,0,4,2,0,1,0,0,12,0,0
9,0,1,11,8,0,2,2,0,1,2,0,12,9,1
14,4,3,11,8,0,10,2,0,1,0,0,12,0,0
9,0,5,11,8,0,1,2,2,1,0,0,19,0,0
3,4,7,11,8,0,1,2,0,1,0,0,19,0,1
12,2,0,7,11,0,1,2,0,1,0,0,12,0,1
6,0,0,9,12,2,4,3,0,1,0,0,15,0,0
1,0,3,15,9,2,9,1,4,1,0,0,2,0,0
5,0,7,9,12,2,5,3,1,1,0,0,12,0,0
3,0,2,0,5,0,1,4,0,1,0,0,15,0,0
10,0,3,12,13,0,4,2,1,1,0,0,15,7,0
4,0,3,15,9,0,3,2,0,1,0,0,12,0,0
6,2,3,11,8,2,9,1,0,1,0,0,17,0,0
5,0,7,0,5,0,0,2,0,1,0,0,12,0,1
6,0,2,15,9,0,9,2,0,1,0,0,17,20,0
10,0,7,15,9,0,3,2,0,1,0,0,14,0,1
10,0,1,8,10,0,4,2,0,1,0,12,15,0,1
4,0,3,11,8,2,2,3,0,1,0,0,15,0,0
11,4,4,12,13,2,5,3,0,1,0,0,10,0,1
7,0,2,11,8,3,7,3,0,1,0,0,12,3,0
10,0,4,11,8,0,1,2,3,1,0,0,12,20,0
5,0,1,9,12,2,1,3,0,1,0,0,12,0,0
15,0,1,0,5,2,2,3,0,1,0,0,12,0,0
4,0,3,8,10,2,4,3,0,1,0,0,12,0,0
16,0,2,11,8,0,1,2,0,1,4,0,12,0,1
10,2,4,14,14,1,5,5,0,1,8,0,11,0,1
2,0,4,11,8,1,6,1,0,1,0,0,13,0,0
6,1,2,9,12,0,3,2,0,1,0,0,9,0,0
6,1,6,15,9,0,1,2,0,1,0,0,15,0,1
6,0,1,11,8,2,1,1,0,1,0,0,12,0,0
1,8,4,15,9,2,14,1,4,1,0,0,9,0,0
8,0,6,15,9,0,3,2,0,1,0,0,19,0,0
7,0,2,15,9,2,10,1,0,1,0,0,14,0,0
12,5,7,11,8,0,12,2,0,1,0,0,22,0,1
6,0,3,9,12,0,4,2,0,1,0,0,12,0,1
4,0,5,15,9,1,1,3,0,1,0,0,10,0,0
19,1,1,9,12,0,5,2,0,1,6,0,14,0,1
15,0,3,15,9,0,4,2,0,1,0,12,12,0,1
13,0,1,15,9,1,3,3,0,1,0,0,15,0,0
4,0,2,11,8,0,1,2,0,1,0,0,12,0,0
2,0,4,0,5,2,6,5,0,1,0,0,15,0,0
18,8,4,9,12,0,14,2,0,1,0,0,12,0,0
4,0,1,15,9,2,0,3,0,1,0,0,16,0,0
13,0,3,11,8,0,2,2,0,1,0,0,12,0,0
9,0,3,11,8,0,3,2,0,1,1,0,12,0,0
15,0,3,15,9,0,2,2,3,1,0,0,12,20,0
4,0,5,12,13,2,3,3,0,1,0,0,13,20,0
2,1,2,15,9,2,1,3,0,1,0,0,15,0,0
5,0,2,12,13,0,0,2,0,1,0,12,12,0,1
6,0,3,11,8,2,7,3,0,1,0,0,13,0,0
15,0,2,11,8,0,10,2,0,1,0,0,12,0,1
8,0,4,9,12,2,3,1,0,1,0,0,12,5,0
6,0,3,11,8,1,4,3,0,1,0,0,15,0,0
3,0,3,11,8,2,4,3,0,1,0,0,15,0,0
2,0,3,15,9,2,12,1,0,1,0,0,7,0,0
6,0,3,9,12,2,3,3,0,1,0,0,15,0,1
2,0,1,0,5,2,1,1,0,1,0,0,4,0,0
4,0,5,2,7,2,6,4,0,1,0,0,12,20,0
16,0,6,9,12,1,3,3,4,1,1,0,15,0,1
8,0,0,8,10,0,1,2,0,1,0,0,12,0,0
6,0,3,9,12,2,2,3,0,1,0,12,12,0,0
7,0,5,8,10,2,1,1,4,1,0,0,12,0,0
15,5,3,9,12,0,4,2,0,1,0,12,12,0,1
12,0,2,9,12,0,4,2,0,1,0,0,15,0,1
5,0,7,15,9,0,4,4,0,1,0,0,12,0,0
8,3,2,9,12,0,12,2,0,1,0,0,17,0,1
13,5,4,11,8,0,5,2,4,1,0,0,19,0,1
4,0,3,11,8,1,12,1,0,1,0,0,12,0,0
5,0,0,15,9,0,1,2,1,1,0,0,12,0,0
14,0,5,8,10,0,8,2,0,1,0,0,12,0,0
6,0,4,9,12,0,5,2,0,1,0,0,12,13,1
12,0,3,10,15,0,5,2,0,1,31,0,15,0,1
11,0,7,11,8,0,7,2,0,1,0,0,12,0,0
5,0,5,11,8,0,5,2,0,1,0,0,15,0,0
9,0,2,11,8,0,1,2,0,1,0,0,17,0,0
22,1,6,14,14,0,5,2,0,1,0,13,15,0,1
6,0,8,15,9,0,5,2,0,1,0,0,12,38,1
2,0,4,11,8,2,2,1,0,1,0,0,12,0,0
8,1,6,9,12,2,3,1,1,1,0,0,19,13,0
5,0,11,11,8,0,1,2,0,1,0,0,12,0,1
6,0,6,9,12,2,3,1,0,1,0,0,12,0,0
6,0,2,15,9,0,6,2,0,1,0,0,10,0,0
14,0,0,10,15,0,4,2,0,1,0,0,19,0,1
13,0,5,11,8,0,7,2,4,1,1,0,12,0,0
12,0,2,15,9,0,2,2,0,1,0,0,5,0,0
4,8,10,15,9,0,14,2,0,1,0,2,6,20,0
9,0,3,11,8,0,10,2,0,1,0,0,13,0,0
1,8,3,1,6,2,14,1,0,1,0,0,4,0,0
11,1,3,14,14,0,5,2,0,1,0,0,15,0,1
14,1,5,0,5,0,3,2,0,1,0,0,10,0,0
5,0,1,7,11,0,1,2,0,1,0,0,12,0,1
1,0,3,11,8,0,1,2,0,1,0,0,12,0,0
16,8,1,11,8,0,14,2,0,1,0,0,12,0,0
16,0,2,11,8,0,10,2,0,1,0,0,17,0,0
6,0,3,11,8,0,7,2,0,1,0,0,12,0,0
1,8,3,15,9,2,14,1,0,1,0,0,9,0,0
9,0,7,7,11,0,9,2,1,1,0,0,12,0,0
0,0,5,2,7,2,2,1,0,1,0,0,6,0,0
12,0,3,9,12,0,3,2,4,1,0,0,12,0,1
