age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
10,0,17,9,2,2,4,0,1,0,0,39,32,0
31,0,12,14,1,8,3,0,1,0,0,39,0,0
15,0,13,7,2,3,3,0,1,4,0,49,0,0
3,8,1,9,2,14,1,0,0,0,0,39,0,0
7,0,23,5,0,2,2,0,1,0,0,39,41,0
19,0,9,8,0,1,2,0,1,0,34,39,0,0
30,0,30,9,0,1,2,0,1,0,38,49,0,1
12,1,13,6,2,1,3,0,1,0,0,39,0,0
42,0,18,9,0,4,2,0,1,7,0,44,0,1
5,0,11,8,2,8,1,0,0,0,0,39,0,0
34,1,22,5,1,3,3,0,0,0,0,49,0,0
14,8,6,4,2,14,3,0,0,0,0,29,0,0
15,0,1,12,2,5,3,0,0,0,0,39,0,0
15,1,18,12,0,8,0,0,0,0,0,19,0,0
19,1,11,8,0,1,2,0,1,3,0,39,0,1
17,0,15,15,0,5,2,0,1,0,0,59,0,1
18,0,8,13,0,5,2,0,1,7,0,54,0,1
51,8,9,14,0,14,2,0,1,6,0,9,0,1
21,0,12,8,0,6,2,0,1,0,0,44,0,1
32,0,2,13,0,5,2,0,1,0,0,39,0,1
18,3,3,12,2,4,5,1,1,1,0,39,1,0
8,0,16,9,2,4,1,0,1,0,0,39,0,0
39,0,11,8,1,11,3,0,0,0,0,39,23,0
34,0,12,8,0,0,2,0,1,0,36,39,0,1
24,0,13,12,0,3,2,0,1,0,39,59,0,1
17,0,8,12,2,6,3,0,1,0,0,29,0,0
35,3,12,9,0,1,2,0,1,0,0,39,0,0
14,0,12,9,2,7,3,0,1,0,0,39,0,0
25,0,10,8,0,7,2,0,1,0,0,39,0,0
31,4,11,10,0,4,2,0,1,0,0,39,0,1
11,0,13,3,2,9,1,0,1,0,0,49,41,0
21,0,7,12,3,5,5,0,0,4,0,31,0,1
24,0,8,10,0,1,2,0,1,0,0,39,0,0
20,0,6,8,0,7,2,0,1,0,0,39,0,0
21,0,11,8,0,7,2,4,1,0,0,39,0,0
22,0,12,14,3,5,3,0,1,0,0,34,0,1
24,1,26,9,0,1,2,0,1,0,0,49,0,0
19,0,32,12,1,4,5,0,0,0,0,39,0,0
31,1,12,8,0,7,0,0,0,0,0,19,0,1
4,8,2,9,2,14,1,0,1,0,0,59,0,0
17,0,9,13,0,5,2,0,1,0,0,44,0,1
29,0,12,9,1,8,3,0,0,0,0,39,0,0
50,8,13,9,0,14,2,0,1,0,36,39,0,1
19,1,11,8,2,3,5,4,0,0,0,37,5,0
16,0,4,6,0,8,2,0,1,0,0,44,0,0
7,0,12,9,0,2,2,4,1,0,0,49,0,0
3,0,7,8,2,2,1,0,0,0,0,14,0,0
28,8,11,9,0,14,2,0,1,0,0,39,0,0
4,0,8,8,2,6,1,4,1,0,0,34,0,0
28,2,17,12,0,3,2,0,1,0,0,29,0,0
25,5,14,8,0,8,2,0,1,3,0,39,0,0
3,0,20,9,2,8,4,0,0,0,0,39,0,0
32,0,2,8,1,2,3,0,0,0,0,34,0,0
29,0,13,9,0,3,2,0,1,0,0,64,0,1
24,0,10,3,0,2,2,1,1,0,0,41,1,0
18,0,12,8,0,1,2,0,1,0,0,54,0,1
4,0,9,9,2,3,4,3,0,0,0,39,0,0
17,0,11,9,3,8,5,0,0,0,0,39,0,0
14,0,11,8,0,8,1,0,0,0,0,19,0,0
7,0,17,9,2,6,1,0,1,0,0,31,12,0
18,0,6,5,1,2,5,0,0,0,0,37,0,0
32,5,5,9,0,1,2,0,1,0,0,39,0,1
16,8,7,6,1,14,3,0,0,0,0,48,0,0
26,0,3,9,0,1,2,4,1,0,0,39,0,1
6,0,6,8,2,8,1,1,1,0,0,39,0,0
44,1,2,8,0,1,2,0,1,0,0,41,0,1
26,0,1,12,0,4,2,0,1,0,0,54,0,1
29,0,3,12,3,4,3,0,0,0,0,54,0,0
31,0,7,8,1,2,1,0,0,0,0,31,0,0
13,0,13,13,0,4,0,0,0,0,0,39,0,1
18,0,11,12,2,3,3,0,1,0,0,37,0,0
18,0,11,12,1,5,5,0,0,0,0,39,0,1
23,3,26,8,0,8,2,0,1,0,0,39,0,0
13,0,5,9,1,5,5,0,0,0,0,23,0,0
26,2,9,9,2,3,3,0,1,0,0,59,0,0
32,0,15,6,3,2,3,4,0,0,0,34,0,0
37,0,40,12,0,4,2,4,1,0,38,39,0,1
35,0,15,9,4,8,5,0,0,0,0,44,0,0
28,1,1,12,0,9,2,0,1,0,0,89,0,0
30,2,11,10,0,4,2,0,1,0,0,59,0,1
35,0,8,15,1,1,3,0,0,4,0,59,0,1
16,0,17,9,2,1,3,0,0,0,0,39,0,0
6,8,14,8,2,14,1,4,1,0,32,29,0,0
8,0,14,9,2,2,3,0,1,0,0,44,0,0
17,0,15,10,2,5,5,4,0,0,0,25,0,0
31,1,7,8,6,1,2,0,1,0,0,89,0,0
48,1,6,13,1,5,3,0,1,0,0,49,0,0
46,0,9,12,0,4,2,0,1,0,0,49,0,1
36,0,12,8,0,4,2,0,1,0,0,39,0,1
23,0,12,8,2,3,3,0,0,0,0,39,17,0
26,0,5,8,0,5,2,0,1,0,0,47,0,0
22,3,15,12,0,3,2,0,1,7,0,41,0,1
39,0,16,3,0,10,2,0,1,0,0,49,0,0
13,8,12,8,0,14,3,0,0,0,0,26,0,0
26,0,8,11,1,5,3,0,0,0,0,23,0,0
14,0,13,11,0,4,0,0,0,0,0,49,34,1
16,0,11,4,0,1,2,0,1,0,0,39,0,0
20,8,13,8,0,14,2,0,1,3,0,29,0,0
34,3,10,6,2,3,3,4,0,3,0,39,0,0
11,0,9,8,2,7,1,1,1,0,0,39,15,0
31,0,9,8,0,4,2,0,1,0,0,59,0,0
17,0,9,4,1,7,3,0,1,0,0,34,0,0
32,1,6,9,2,8,3,0,1,0,0,39,0,0
7,0,10,3,2,2,1,0,1,0,0,34,0,0
15,3,21,12,0,4,2,0,1,0,0,39,0,1
10,0,11,9,0,7,2,4,1,0,0,39,0,0
45,1,8,8,0,3,2,1,1,0,0,62,10,0
34,0,13,12,1,3,5,4,1,0,0,39,0,0
33,0,10,10,0,5,2,0,1,0,0,39,5,1
41,8,19,2,0,14,2,0,1,7,0,83,0,1
3,0,17,8,2,2,4,1,1,0,0,23,0,0
2,0,2,6,2,6,1,0,1,0,0,14,0,0
28,1,1,11,0,2,0,0,0,0,0,98,0,0
38,0,12,10,0,3,2,0,1,0,0,49,0,0
19,5,11,8,0,12,2,0,1,0,0,39,0,1
11,5,20,13,2,5,3,1,1,0,0,19,11,0
34,2,8,8,0,9,2,0,1,0,0,49,0,0
27,5,14,8,0,1,2,0,1,0,0,39,0,0
12,0,10,9,1,8,5,0,1,0,0,39,0,0
31,0,7,8,0,4,2,0,1,0,0,39,0,0
5,0,15,0,2,9,3,0,1,0,0,49,20,0
14,0,10,14,2,5,3,0,0,0,0,44,0,0
3,0,8,8,2,1,1,0,1,0,0,44,0,0
24,0,20,9,0,2,2,0,1,0,29,39,0,0
39,0,11,13,0,3,2,0,1,0,0,49,0,1
51,8,4,8,1,14,1,0,1,0,0,19,0,0
15,0,2,10,1,7,5,0,1,0,0,42,0,0
14,0,14,10,1,4,3,0,1,0,0,39,0,0
38,8,9,0,0,14,0,0,0,0,0,39,20,0
35,3,2,12,2,5,3,2,0,0,0,42,0,0
18,0,11,8,1,10,1,0,0,0,0,39,0,0
43,0,6,13,0,4,2,0,1,0,0,44,0,1
34,0,13,8,1,4,5,0,0,0,0,37,0,0
13,0,8,8,1,7,5,0,1,0,0,39,0,0
1,5,7,5,2,9,1,0,1,0,0,39,0,0
8,0,19,8,2,2,1,0,0,0,0,29,0,0
36,8,15,0,5,14,4,0,1,0,0,39,20,0
23,0,10,13,0,5,0,0,0,0,38,17,0,1
2,8,13,7,2,14,1,0,0,0,0,24,0,0
16,0,16,9,1,6,5,4,1,0,0,39,32,0
9,8,1,9,1,14,5,0,0,0,0,49,0,0
18,0,16,8,2,7,3,0,0,0,0,44,0,0
28,1,7,8,0,5,2,0,1,0,38,39,0,1
21,4,7,9,1,8,5,0,0,0,0,39,0,0
23,0,11,13,0,4,0,0,0,0,48,64,0,1
16,2,6,14,0,5,2,0,1,0,0,39,0,1
7,0,16,9,2,2,3,0,0,0,0,27,0,0
29,3,2,9,1,8,5,0,1,0,0,41,0,0
14,0,6,6,1,6,1,0,1,0,0,39,0,0
4,0,2,7,1,2,3,0,0,0,0,9,0,0
25,0,12,8,0,1,2,0,1,0,0,3,38,0
5,0,1,8,2,3,1,0,0,0,0,29,0,0
32,0,5,3,0,2,2,1,1,0,0,29,11,0
15,0,8,8,0,5,2,0,1,5,0,44,0,1
18,0,19,10,2,6,3,4,1,0,0,39,0,0
9,0,12,8,3,2,5,4,1,0,0,39,0,0
25,1,23,12,3,1,3,0,1,0,0,34,0,0
19,1,12,14,0,5,2,0,1,0,0,49,0,1
26,0,18,12,1,4,5,0,0,0,0,39,0,0
18,1,20,8,0,10,2,0,1,0,0,74,20,1
28,0,5,5,0,7,2,0,1,4,0,59,0,0
16,0,12,12,0,4,2,0,1,0,0,39,0,1
9,0,11,9,2,3,1,1,1,0,0,39,0,0
7,0,12,6,0,10,2,0,1,0,0,49,0,0
20,0,10,14,2,5,3,3,1,0,0,39,7,1
37,1,1,12,2,3,5,0,1,0,0,59,0,1
11,0,13,15,2,5,3,0,1,0,0,51,0,0
11,0,21,12,2,8,3,0,0,0,0,64,0,0
41,0,16,8,2,4,3,0,0,0,0,44,0,0
1,0,6,6,2,3,1,0,0,0,0,19,0,0
43,4,15,8,1,8,5,0,0,0,0,37,0,0
18,0,8,8,2,2,1,0,0,0,0,39,0,0
14,0,6,5,0,10,2,0,1,0,0,54,0,0
15,5,16,11,2,8,1,4,0,0,0,44,0,0
2,8,11,6,2,14,1,0,1,0,0,39,0,0
7,0,4,9,2,3,3,0,1,0,0,29,0,0
3,0,10,8,2,10,1,0,1,0,0,39,0,0
4,1,17,10,2,9,1,0,1,0,0,39,0,0
36,1,10,8,1,3,3,0,1,0,0,39,0,0
23,4,14,12,0,5,2,0,1,0,0,49,0,1
11,0,23,8,3,2,5,0,0,0,0,49,0,0
3,0,17,9,2,3,3,0,0,0,0,34,0,0
22,4,4,12,0,5,0,0,0,0,0,14,0,0
3,0,25,8,2,6,1,0,1,0,0,15,0,0
18,0,12,12,0,5,0,0,0,0,37,39,0,1
25,0,13,8,0,10,2,0,1,0,0,44,41,0
7,0,14,8,0,7,1,0,0,2,0,39,0,0
8,8,12,11,2,14,3,0,1,0,0,11,0,0
8,0,2,12,2,8,3,0,0,0,0,39,0,0
6,0,13,5,2,10,3,2,1,0,0,83,0,0
29,0,6,14,0,5,2,0,1,0,0,59,0,1
29,0,12,8,0,4,2,0,1,0,0,59,0,1
32,0,15,12,0,4,2,1,1,0,0,39,8,1
26,0,2,12,0,3,2,0,1,0,0,59,0,0
19,1,12,9,0,3,2,0,1,0,0,49,0,0
16,0,10,8,1,2,5,2,0,0,0,39,0,0
35,4,8,8,0,4,0,0,0,0,0,31,0,0
43,0,7,9,0,4,2,0,1,0,0,39,0,1
15,4,3,8,2,10,1,0,1,0,0,39,0,0
11,4,4,12,2,0,3,0,1,0,0,49,0,0
13,0,9,12,0,6,2,4,1,4,0,79,41,1
41,0,11,11,4,8,3,0,0,0,0,34,0,0
24,0,13,8,2,2,3,0,1,0,0,39,0,0
15,0,13,8,1,7,3,0,1,0,0,39,0,0
7,0,11,3,2,7,1,0,1,0,0,39,0,0
26,0,11,8,3,8,5,0,0,0,0,34,33,0
44,0,9,8,0,3,2,0,1,0,0,39,0,0
37,4,14,13,2,4,3,0,0,14,0,49,0,1
4,8,25,9,2,14,1,0,0,0,0,39,0,0
11,0,14,8,2,6,1,0,1,0,0,39,0,0
15,0,2,8,0,10,2,0,1,0,0,44,0,0
13,5,24,12,2,1,3,0,1,0,0,39,0,0
6,0,2,12,2,9,1,0,1,0,0,39,0,0
26,0,8,12,2,5,3,0,0,0,31,37,0,1
47,2,8,14,0,5,2,0,1,15,0,49,0,1
12,0,16,8,0,3,2,0,1,0,0,39,0,0
63,0,7,9,0,8,2,0,1,0,0,19,0,0
23,0,14,8,0,1,2,0,1,7,0,39,0,1
13,0,11,7,2,2,3,3,1,0,0,39,0,0
44,0,1,3,1,2,3,0,1,0,0,39,0,0
42,0,5,7,0,2,0,0,0,0,0,23,0,0
4,0,6,11,2,2,1,0,0,0,44,17,0,0
28,0,12,8,0,10,2,0,1,0,0,64,0,1
31,0,16,8,0,10,2,0,1,0,0,47,0,0
43,0,12,8,0,12,2,0,1,0,0,23,0,1
21,0,20,13,1,4,3,0,1,0,0,64,0,0
5,0,7,8,3,7,4,0,1,0,0,39,0,0
52,0,14,10,4,4,3,0,0,0,0,39,0,0
27,0,15,9,0,8,2,0,1,5,0,39,0,0
7,8,15,9,2,14,1,4,0,0,0,39,0,0
7,0,14,8,2,1,5,0,0,0,0,32,0,0
24,4,6,13,2,8,3,0,0,0,37,34,0,0
29,1,10,9,2,3,1,0,0,0,0,34,0,0
18,8,23,10,0,14,2,0,1,3,0,59,0,1
6,0,12,9,2,0,1,0,1,0,0,39,0,0
22,0,12,12,0,5,2,0,1,0,0,49,0,1
8,0,14,9,2,3,3,0,1,0,0,48,0,0
7,0,11,8,0,3,0,0,0,0,0,39,0,0
23,3,12,9,0,8,4,0,1,0,0,44,0,1
10,0,6,9,2,1,3,0,1,0,0,39,0,0
8,0,19,8,2,6,5,0,1,0,0,39,0,0
6,0,13,9,2,8,1,0,1,0,0,24,0,0
20,0,6,12,0,5,2,0,1,0,0,54,0,0
4,0,7,9,2,11,1,0,0,0,0,19,0,0
2,0,17,6,2,2,1,4,1,0,0,7,0,0
22,0,8,12,0,4,2,0,1,0,0,39,0,1
27,2,16,12,1,9,3,0,1,0,0,34,0,0
40,0,13,8,1,4,3,4,1,0,0,39,41,0
26,0,23,13,0,4,2,0,1,0,0,39,0,1
19,0,9,12,0,4,2,0,1,0,0,49,0,1
15,0,1,9,1,8,3,0,0,0,0,44,0,0
57,0,19,1,0,10,2,0,1,0,34,19,0,0
16,0,4,9,1,4,5,0,0,0,0,41,0,0
21,0,6,13,0,4,2,0,1,15,0,44,0,1
50,0,13,8,0,6,2,0,1,0,0,9,0,0
6,0,9,8,2,2,1,0,0,0,0,34,0,0
35,0,12,10,0,3,2,0,1,0,0,39,0,0
15,0,10,8,2,2,1,0,1,0,0,34,0,0
49,0,9,8,1,8,5,0,0,0,44,58,4,0
23,0,29,8,0,1,0,4,0,0,0,44,0,0
32,0,7,9,0,8,0,0,0,0,0,36,0,0
4,0,12,9,2,2,3,0,0,0,0,39,0,0
12,8,12,11,2,14,4,0,1,0,0,39,0,0
32,0,15,12,0,3,2,0,1,4,0,49,0,1
13,3,13,14,0,5,2,0,1,0,0,79,0,0
20,1,22,15,2,5,3,0,1,0,0,29,41,1
19,2,12,12,0,4,2,0,1,0,0,44,0,1
15,0,28,9,0,10,2,0,1,0,0,39,0,1
32,5,7,8,0,12,2,0,1,0,0,39,0,0
20,0,8,10,2,0,3,0,1,0,0,44,0,0
24,1,1,8,0,9,2,0,1,0,0,49,0,0
41,0,13,8,0,5,2,0,1,0,0,14,0,0
10,4,7,12,2,5,3,0,0,4,0,34,0,0
21,5,6,8,2,2,1,0,0,0,0,39,0,0
49,0,7,15,0,4,2,0,1,0,0,39,0,1
10,1,15,5,2,5,3,0,0,0,0,31,0,0
26,0,2,9,0,0,2,0,1,0,0,39,0,0
31,0,38,13,0,4,2,0,1,0,0,39,8,1
46,0,6,3,1,1,1,0,1,0,0,39,0,0
11,0,16,10,2,4,1,0,1,0,0,49,0,0
60,1,14,9,4,3,3,0,1,0,0,7,0,0
4,8,12,9,2,14,1,0,0,0,0,39,0,0
13,0,17,12,2,8,1,0,0,0,0,39,0,0
13,0,8,7,0,10,2,0,1,0,0,39,0,1
16,0,7,5,2,7,1,0,1,0,0,39,20,0
6,2,2,9,0,1,2,0,1,0,0,39,0,0
14,3,23,8,2,8,3,4,0,0,0,49,0,0
27,4,20,9,1,8,3,0,0,0,0,39,0,0
7,0,5,12,0,2,2,0,1,0,0,19,0,0
28,3,22,14,0,5,2,0,1,0,0,39,0,1
25,0,6,12,1,2,3,0,1,0,0,39,0,0
33,5,11,13,1,5,5,4,0,7,0,39,0,1
14,0,4,8,2,10,3,0,1,0,0,44,0,1
7,0,7,9,2,6,1,0,1,0,0,34,0,0
23,0,15,8,4,8,1,0,0,0,0,39,0,0
16,0,8,12,0,3,2,0,1,0,0,59,0,1
34,0,18,9,0,1,2,0,1,0,37,34,0,1
3,0,22,9,2,8,1,0,0,0,0,39,3,0
19,0,81,12,0,3,2,0,1,0,0,51,0,1
7,0,12,8,2,1,3,0,1,0,0,39,0,0
9,0,11,9,2,1,3,0,1,0,0,39,0,0
24,0,4,8,1,3,3,0,0,0,0,39,0,0
14,0,14,12,0,4,2,4,1,0,0,41,0,1
36,0,13,9,0,1,2,0,1,0,0,39,0,1
33,0,13,9,0,7,2,4,1,0,0,59,0,0
8,0,5,12,2,8,1,0,0,0,0,39,0,0
30,0,21,12,0,4,2,0,1,15,0,39,0,1
23,0,6,12,0,3,2,0,1,0,0,49,0,1
29,1,14,12,0,4,2,0,1,0,0,49,0,1
46,4,10,12,0,8,0,0,0,0,25,37,0,0
27,0,7,12,0,5,2,0,1,0,39,49,0,1
29,0,11,9,1,7,5,0,0,0,0,39,0,0
46,1,1,8,0,3,2,0,1,0,0,39,0,0
32,0,17,2,2,6,3,0,1,0,0,39,20,0
40,0,10,8,1,2,5,4,0,0,0,39,18,0
12,0,14,8,2,9,5,0,0,0,0,34,0,0
7,0,43,8,2,1,1,4,1,0,0,39,0,0
27,0,13,8,1,2,3,0,0,0,0,34,0,0
10,0,5,12,0,1,2,0,1,0,0,39,0,1
20,0,29,8,0,3,2,0,1,0,0,49,0,1
39,4,1,15,2,5,3,0,0,0,0,59,0,0
32,5,5,12,2,4,3,0,0,0,0,49,0,0
27,0,8,2,0,7,0,1,0,0,42,71,41,0
22,0,21,10,0,4,2,0,1,0,0,44,0,1
2,0,11,8,2,3,3,0,1,0,0,29,0,0
40,1,16,8,5,4,3,0,1,0,0,69,0,0
23,1,21,13,2,5,3,0,1,0,0,39,0,0
30,0,33,2,3,6,3,0,1,0,0,49,20,0
20,0,5,6,2,10,5,2,1,0,0,64,0,0
26,1,10,8,0,1,2,0,1,0,40,39,0,0
34,0,9,8,0,10,2,0,1,0,0,49,0,1
1,0,22,6,2,6,1,0,1,0,0,19,0,0
41,0,14,3,4,7,5,4,0,0,0,39,0,0
57,0,1,8,4,2,4,0,0,0,0,11,0,0
34,3,11,9,2,8,3,0,1,0,0,39,0,0
19,0,7,9,2,10,1,0,1,0,0,44,0,0
11,0,9,9,0,7,2,0,1,0,0,44,0,0
8,8,2,9,2,14,3,0,0,0,0,39,0,0
11,0,14,9,2,1,1,0,1,0,0,39,0,0
7,1,7,8,2,1,1,0,1,0,0,39,0,0
9,0,8,8,2,8,1,0,0,0,0,39,0,0
35,0,20,12,0,4,2,0,1,0,0,39,0,1
10,0,6,5,0,8,0,0,0,0,0,39,0,0
31,0,27,9,0,8,2,0,1,0,0,44,20,0
24,0,7,8,1,2,3,4,1,0,0,39,0,0
42,0,18,4,1,2,5,0,0,0,0,39,0,0
9,0,13,9,2,3,1,0,0,0,0,39,0,0
13,0,12,8,0,3,0,0,0,0,0,17,0,0
20,0,1,6,0,10,2,0,1,0,0,42,0,0
30,0,9,8,1,4,3,0,0,0,0,59,0,0
53,0,6,1,4,11,3,4,0,0,0,3,0,0
53,0,6,8,4,8,3,0,0,1,0,39,0,0
12,0,9,8,2,2,1,4,0,0,0,39,0,0
4,0,10,8,2,8,1,0,1,0,0,47,0,0
38,5,7,8,3,8,5,4,0,3,0,34,0,0
9,0,12,9,2,10,1,0,1,0,0,39,0,0
48,4,15,8,0,6,2,0,1,3,0,39,0,0
1,0,13,8,2,3,1,0,0,0,0,19,0,0
37,3,3,8,0,8,2,0,1,0,0,39,0,0
34,0,0,4,1,10,3,0,1,0,0,49,0,0
41,0,10,8,0,4,0,0,0,0,0,37,0,0
35,0,9,9,0,10,2,0,1,0,52,39,0,0
4,8,7,9,2,14,1,0,1,0,0,29,0,0
31,0,12,9,0,1,2,0,1,0,0,39,0,0
9,0,10,8,2,10,5,0,1,0,0,51,0,0
34,5,7,14,0,4,2,0,1,0,0,51,0,1
4,0,1,8,2,8,1,0,0,0,0,29,0,0
27,5,1,14,0,5,2,0,1,0,39,69,0,1
30,0,4,12,2,5,3,0,0,0,0,39,0,0
38,0,10,8,3,8,5,0,0,0,0,37,3,0
37,0,0,9,3,4,5,2,0,0,0,14,0,0
5,0,6,8,2,1,1,0,1,0,0,29,0,0
42,0,20,9,1,2,3,0,1,0,0,39,0,0
14,0,13,12,0,3,2,0,1,0,0,54,0,1
45,0,9,8,0,8,0,4,0,0,0,39,0,0
40,5,9,9,1,8,3,0,0,0,0,34,0,0
43,0,5,8,1,2,5,0,0,0,0,39,0,0
56,0,12,8,0,6,2,0,1,0,0,19,0,0
17,0,13,8,2,8,3,0,1,0,0,39,0,0
30,0,9,8,0,8,0,0,0,0,0,39,0,1
30,4,12,9,0,12,2,0,1,0,0,37,0,1
32,0,13,8,2,5,5,4,0,0,0,27,0,0
17,0,12,8,0,4,2,0,1,0,0,39,0,0
5,0,14,9,2,6,1,0,0,0,0,39,0,0
11,0,6,8,1,8,5,0,0,0,0,44,0,0
15,0,37,8,1,10,3,0,1,0,0,39,0,0
12,0,13,12,2,7,3,0,1,0,0,39,0,0
29,4,12,9,1,8,3,0,0,0,0,37,0,0
35,0,7,8,0,7,2,0,1,4,0,39,0,1
30,5,20,8,2,2,3,4,0,0,0,39,0,0
9,0,13,9,0,3,2,0,1,0,0,24,36,0
45,0,14,9,0,8,2,0,1,7,0,39,0,1
1,0,7,6,2,3,1,0,0,0,0,29,0,0
10,0,7,12,2,1,3,0,1,3,0,39,0,0
19,0,6,5,1,1,3,0,1,0,0,59,0,0
17,1,2,6,0,4,2,0,1,0,0,69,0,0
21,0,8,7,0,3,0,1,0,0,0,32,41,0
23,4,8,8,2,8,1,0,0,0,0,34,0,0
26,0,9,8,1,2,5,0,0,0,0,29,0,0
19,0,1,12,0,4,2,0,1,4,0,46,0,1
29,0,7,8,1,0,3,0,0,0,0,49,0,1
31,2,6,12,2,3,1,0,1,0,0,39,0,1
48,0,10,6,0,1,2,0,1,0,0,47,0,0
23,0,11,14,0,4,0,0,0,15,0,46,0,1
27,8,8,8,1,14,5,0,0,0,0,39,0,0
18,0,15,8,0,5,2,0,1,0,0,39,41,0
46,0,7,12,0,5,2,0,1,3,0,39,0,1
37,0,9,9,0,5,2,0,1,15,0,39,0,1
15,0,10,12,0,4,2,0,1,0,0,39,0,0
10,0,1,8,0,3,2,0,1,0,0,39,0,0
40,2,1,3,0,1,2,0,1,0,0,49,0,1
27,0,12,9,2,2,3,0,0,0,0,39,0,0
17,0,3,9,2,3,3,4,1,0,0,34,0,0
29,1,12,9,0,1,2,0,1,0,29,39,0,1
30,0,11,9,3,3,3,0,1,0,0,54,0,0
10,0,10,10,0,6,2,0,1,0,0,79,0,0
8,0,17,8,2,2,1,0,0,0,0,39,20,0
27,0,10,12,0,9,2,0,1,0,0,49,0,1
24,0,12,10,2,7,1,0,1,0,0,39,0,0
45,0,10,3,1,2,3,0,1,0,0,34,0,0
18,3,12,9,2,8,3,4,0,0,0,71,0,0
69,0,7,8,4,3,5,0,1,0,0,34,0,0
25,0,10,8,2,8,3,0,0,0,0,39,0,0
15,5,12,11,2,8,3,0,0,3,0,34,0,0
6,0,13,9,2,3,1,0,0,0,0,29,0,0
44,0,9,8,4,2,5,4,0,0,0,39,0,0
13,0,13,11,1,5,3,0,0,0,0,35,0,0
18,8,3,8,0,14,2,0,1,0,0,39,0,0
19,5,10,12,2,4,3,1,0,2,0,44,0,0
8,0,9,8,2,3,3,0,1,0,0,29,0,0
29,4,12,13,1,5,3,4,1,0,0,39,0,0
5,4,17,7,2,2,1,4,1,0,0,19,0,0
14,0,5,11,0,10,0,0,0,0,29,36,0,1
34,2,7,9,0,4,2,0,1,0,0,98,0,1
25,1,4,8,0,4,2,0,1,0,0,39,0,1
5,0,12,8,2,3,3,0,0,0,0,32,0,0
29,0,22,8,0,1,2,0,1,0,0,44,0,0
18,0,12,12,0,4,2,0,1,0,0,39,0,1
12,0,12,8,1,6,1,0,1,0,0,39,0,0
3,0,14,8,2,2,5,0,1,0,0,39,0,0
10,0,10,12,2,5,3,0,1,13,0,49,0,1
32,0,12,12,0,10,2,0,1,0,0,44,0,1
53,0,14,12,4,5,3,0,1,0,45,39,0,1
25,0,11,9,1,8,5,0,0,0,0,39,0,0
27,0,15,12,1,8,3,0,0,0,0,39,0,0
12,0,32,8,2,1,5,0,1,0,0,39,20,0
49,4,7,9,1,8,3,0,0,0,0,27,0,0
15,0,16,12,2,4,3,0,1,0,34,37,0,0
12,0,9,12,2,8,3,0,0,0,0,39,0,0
35,0,9,12,0,5,2,0,1,0,0,39,0,1
29,0,7,9,2,1,3,0,0,0,0,79,0,0
27,0,20,8,1,8,4,4,1,0,0,37,0,0
15,0,5,11,0,3,2,0,1,0,0,59,0,0
15,0,14,9,0,1,2,0,1,0,0,54,0,1
29,0,4,9,0,1,4,1,1,0,0,39,15,0
4,0,13,12,2,3,4,4,0,0,0,29,0,0
9,0,13,12,2,0,5,0,1,0,0,39,0,0
20,0,11,8,4,6,5,0,0,0,0,29,0,0
15,0,24,12,2,3,3,0,1,4,0,49,0,0
40,0,12,9,0,1,2,0,1,0,0,44,0,0
10,0,15,12,2,3,1,0,1,0,0,17,0,0
31,1,10,9,1,4,3,0,0,0,0,64,0,0
24,2,1,8,0,4,2,0,1,0,0,49,0,0
16,0,19,8,0,4,0,0,0,0,0,47,0,0
18,5,5,13,2,5,5,4,0,0,0,23,0,0
21,0,2,8,0,4,2,0,1,0,0,54,0,0
22,0,11,8,0,1,2,0,1,0,0,44,0,0
3,0,4,10,2,2,1,1,1,0,0,15,0,0
33,0,10,4,1,6,3,0,0,0,0,39,0,0
2,8,16,8,2,14,1,4,0,0,0,24,0,0
10,0,10,11,2,5,3,0,0,0,0,39,0,0
66,0,9,3,0,6,2,0,1,0,0,1,0,0
24,0,8,8,1,1,3,0,1,0,0,39,0,0
12,0,52,9,2,1,1,0,1,0,0,49,0,0
7,0,8,8,0,3,2,4,1,0,0,36,0,0
3,0,11,9,2,8,1,0,1,0,0,39,0,0
51,0,9,8,4,6,4,4,1,0,0,31,0,0
27,0,7,12,0,4,2,0,1,3,0,39,0,1
25,0,13,11,2,8,3,3,0,0,0,49,0,0
21,0,9,10,1,5,5,0,0,0,0,39,0,0
4,0,1,8,2,10,1,0,1,0,0,39,0,0
24,0,10,8,1,1,5,0,1,0,0,39,0,0
31,0,10,13,3,4,3,0,1,99,0,49,0,1
24,0,6,8,0,0,2,0,1,0,0,39,0,0
23,5,6,12,2,4,3,0,0,0,0,39,0,0
8,0,17,9,2,8,1,4,0,0,0,19,0,0
62,8,1,8,0,14,2,0,1,2,0,31,0,0
51,8,15,10,4,14,3,0,0,0,0,0,0,0
33,0,12,12,0,3,2,0,1,0,0,44,0,1
50,0,6,8,1,7,3,0,1,0,0,9,0,0
36,0,7,8,2,5,5,0,0,0,6,39,0,0
43,2,16,8,1,4,3,0,1,0,0,59,0,0
56,0,12,8,4,11,5,0,0,0,0,11,12,0
19,3,15,8,2,8,3,0,1,0,0,39,0,0
14,0,10,12,6,4,0,0,0,0,0,39,0,1
20,0,14,9,2,2,3,0,1,0,0,39,0,0
10,0,11,8,3,0,1,0,0,0,0,39,0,0
